age,gender,qualification,employability_status,years_of_experience,location,field_of_study,skills,training_courses_completed,employment_rate,unemployment_rate
26,Non-binary,Diploma,Unemployable,0,Rural,Marketing,"Blockchain, Data Analysis, Cloud Computing",8,48.53333333333333,51.46666666666667
22,Female,Postgraduate,Employable,2,Urban,Environmental Science,"Time Management, Cybersecurity, Cloud Computing",3,48.53333333333333,51.46666666666667
38,Female,Postgraduate,Employable,3,Urban,Agriculture,"Financial Analysis, Data Analysis, SEO",3,48.53333333333333,51.46666666666667
43,Female,Postgraduate,Employable,8,Urban,Law,"Digital Marketing, SEO, Mobile App Development",5,48.53333333333333,51.46666666666667
28,Female,Postgraduate,Employable,12,Urban,Education,"Data Analysis, Mobile App Development, Cloud Computing",9,48.53333333333333,51.46666666666667
25,Female,Postgraduate,Employable,14,Urban,Humanities,"Cloud Computing, Mobile App Development, Blockchain",1,48.53333333333333,51.46666666666667
35,Non-binary,Degree,Employable,5,Urban,Architecture,"Digital Marketing, Cloud Computing, Mobile App Development",3,48.53333333333333,51.46666666666667
22,Non-binary,Degree,Employable,8,Urban,Finance,"Digital Marketing, Cybersecurity, Cloud Computing",9,48.53333333333333,51.46666666666667
30,Non-binary,Degree,Employable,8,Urban,Finance,"Data Analysis, Content Writing, Mobile App Development",8,48.53333333333333,51.46666666666667
43,Non-binary,Degree,Employable,6,Urban,Law,"Human Resources, Financial Analysis, SEO",2,48.53333333333333,51.46666666666667
26,Non-binary,Degree,Employable,12,Urban,Education,"Human Resources, Financial Analysis, Content Writing",8,48.53333333333333,51.46666666666667
30,Female,No Qualification,Employable,8,Rural,Architecture,"Financial Analysis, SEO, Machine Learning",1,48.53333333333333,51.46666666666667
36,Female,No Qualification,Employable,10,Rural,Architecture,"Blockchain, SEO, Cybersecurity",8,48.53333333333333,51.46666666666667
30,Female,No Qualification,Employable,11,Rural,Humanities,"Cloud Computing, Human Resources, Financial Analysis",2,48.53333333333333,51.46666666666667
30,Female,No Qualification,Employable,1,Rural,Education,"Financial Analysis, Human Resources, Cloud Computing",4,48.53333333333333,51.46666666666667
26,Female,No Qualification,Employable,11,Rural,Environmental Science,"Content Writing, SEO, Cybersecurity",4,48.53333333333333,51.46666666666667
21,Female,No Qualification,Unemployable,4,Rural,Social Work,"Time Management, Content Writing, Mobile App Development",4,48.53333333333333,51.46666666666667
40,Female,No Qualification,Unemployable,4,Rural,Environmental Science,"Mobile App Development, Public Speaking, Data Analysis",1,48.53333333333333,51.46666666666667
45,Female,No Qualification,Unemployable,13,Rural,Agriculture,"Public Speaking, Content Writing, Financial Analysis",8,48.53333333333333,51.46666666666667
22,Female,No Qualification,Unemployable,13,Rural,Agriculture,"Machine Learning, Public Speaking, Human Resources",2,48.53333333333333,51.46666666666667
25,Female,No Qualification,Unemployable,0,Rural,Social Work,"SEO, Digital Marketing, Mobile App Development",5,48.53333333333333,51.46666666666667
45,Female,Diploma,Employable,5,Urban,Education,"Financial Analysis, Cloud Computing, IoT Development",0,48.53333333333333,51.46666666666667
39,Female,Diploma,Employable,4,Urban,Education,"Cybersecurity, Data Analysis, Blockchain",8,48.53333333333333,51.46666666666667
33,Female,Diploma,Employable,15,Urban,Law,"Data Analysis, Content Writing, Cybersecurity",0,48.53333333333333,51.46666666666667
41,Female,Diploma,Employable,11,Urban,Marketing,"Financial Analysis, Mobile App Development, Cybersecurity",4,48.53333333333333,51.46666666666667
35,Female,Diploma,Employable,12,Urban,Social Work,"Blockchain, Machine Learning, Human Resources",8,48.53333333333333,51.46666666666667
24,Non-binary,Diploma,Employable,0,Urban,Education,"Digital Marketing, Data Analysis, Mobile App Development",7,48.53333333333333,51.46666666666667
27,Non-binary,Diploma,Employable,3,Urban,Agriculture,"IoT Development, Financial Analysis, Mobile App Development",6,48.53333333333333,51.46666666666667
41,Non-binary,Diploma,Employable,1,Urban,Law,"Time Management, Public Speaking, Financial Analysis",10,48.53333333333333,51.46666666666667
30,Non-binary,Diploma,Employable,11,Urban,Environmental Science,"Blockchain, Data Analysis, Machine Learning",10,48.53333333333333,51.46666666666667
32,Non-binary,Diploma,Employable,10,Urban,Social Work,"Machine Learning, Graphic Design, Public Speaking",4,48.53333333333333,51.46666666666667
41,Female,Degree,Unemployable,7,Urban,Architecture,"SEO, Content Writing, Machine Learning",6,48.53333333333333,51.46666666666667
37,Female,Degree,Unemployable,4,Urban,Marketing,"Financial Analysis, Content Writing, Graphic Design",5,48.53333333333333,51.46666666666667
42,Female,Degree,Unemployable,10,Urban,Finance,"Machine Learning, Human Resources, Public Speaking",7,48.53333333333333,51.46666666666667
26,Female,Degree,Unemployable,1,Urban,Social Work,"Public Speaking, Machine Learning, Data Analysis",2,48.53333333333333,51.46666666666667
34,Female,Degree,Unemployable,7,Urban,Law,"Human Resources, IoT Development, Time Management",7,48.53333333333333,51.46666666666667
38,Female,Postgraduate,Employable,10,Rural,Psychology,"Time Management, Graphic Design, Machine Learning",1,48.53333333333333,51.46666666666667
43,Female,Postgraduate,Employable,2,Rural,Finance,"Mobile App Development, Time Management, Digital Marketing",10,48.53333333333333,51.46666666666667
31,Female,Postgraduate,Employable,13,Rural,Social Work,"Digital Marketing, Mobile App Development, Cloud Computing",4,48.53333333333333,51.46666666666667
24,Female,Postgraduate,Employable,14,Rural,Architecture,"IoT Development, Financial Analysis, Cloud Computing",2,48.53333333333333,51.46666666666667
39,Female,Postgraduate,Employable,15,Rural,Law,"Digital Marketing, Blockchain, Machine Learning",1,48.53333333333333,51.46666666666667
19,Non-binary,No Qualification,Unemployable,14,Urban,Marketing,"IoT Development, Cybersecurity, Content Writing",3,48.53333333333333,51.46666666666667
30,Non-binary,No Qualification,Unemployable,15,Urban,Computer Science,"Graphic Design, Public Speaking, SEO",2,48.53333333333333,51.46666666666667
32,Non-binary,No Qualification,Unemployable,9,Urban,Marketing,"SEO, Mobile App Development, IoT Development",0,48.53333333333333,51.46666666666667
25,Non-binary,No Qualification,Unemployable,11,Urban,Law,"Human Resources, Digital Marketing, IoT Development",0,48.53333333333333,51.46666666666667
38,Non-binary,No Qualification,Unemployable,15,Urban,Finance,"Cloud Computing, Graphic Design, Time Management",3,48.53333333333333,51.46666666666667
27,Non-binary,Matric,Employable,3,Rural,Computer Science,"Machine Learning, Time Management, Mobile App Development",5,48.53333333333333,51.46666666666667
18,Non-binary,Matric,Employable,12,Rural,Psychology,"Cybersecurity, Content Writing, Graphic Design",9,48.53333333333333,51.46666666666667
31,Non-binary,Matric,Employable,9,Rural,Finance,"Cloud Computing, IoT Development, Public Speaking",2,48.53333333333333,51.46666666666667
41,Non-binary,Matric,Employable,1,Rural,Finance,"Mobile App Development, Public Speaking, Content Writing",8,48.53333333333333,51.46666666666667
28,Non-binary,Matric,Employable,5,Rural,Law,"Mobile App Development, IoT Development, Machine Learning",8,48.53333333333333,51.46666666666667
29,Female,Postgraduate,Employable,8,Urban,Finance,"SEO, Mobile App Development, Public Speaking",6,48.53333333333333,51.46666666666667
33,Female,Postgraduate,Employable,13,Urban,Architecture,"IoT Development, Cybersecurity, SEO",9,48.53333333333333,51.46666666666667
38,Female,Postgraduate,Employable,14,Urban,Education,"Data Analysis, Graphic Design, Digital Marketing",0,48.53333333333333,51.46666666666667
21,Female,Postgraduate,Employable,0,Urban,Education,"Graphic Design, Cloud Computing, Financial Analysis",7,48.53333333333333,51.46666666666667
38,Female,Postgraduate,Employable,6,Urban,Marketing,"Digital Marketing, Graphic Design, Machine Learning",1,48.53333333333333,51.46666666666667
28,Female,Postgraduate,Employable,5,Urban,Humanities,"Machine Learning, Graphic Design, Human Resources",3,48.53333333333333,51.46666666666667
42,Female,Postgraduate,Employable,1,Urban,Computer Science,"Cybersecurity, Machine Learning, Digital Marketing",8,48.53333333333333,51.46666666666667
42,Female,Postgraduate,Employable,14,Urban,Humanities,"Digital Marketing, Time Management, Blockchain",2,48.53333333333333,51.46666666666667
37,Female,Postgraduate,Employable,8,Urban,Humanities,"Mobile App Development, Content Writing, Cloud Computing",2,48.53333333333333,51.46666666666667
20,Female,Postgraduate,Employable,7,Urban,Social Work,"Public Speaking, Time Management, SEO",0,48.53333333333333,51.46666666666667
30,Male,Matric,Employable,4,Urban,Psychology,"IoT Development, Financial Analysis, Cybersecurity",7,48.53333333333333,51.46666666666667
41,Male,Matric,Employable,11,Urban,Finance,"Public Speaking, IoT Development, Digital Marketing",2,48.53333333333333,51.46666666666667
18,Male,Matric,Employable,3,Urban,Humanities,"Blockchain, Public Speaking, Time Management",2,48.53333333333333,51.46666666666667
41,Male,Matric,Employable,5,Urban,Law,"Human Resources, Blockchain, Time Management",2,48.53333333333333,51.46666666666667
23,Male,Matric,Employable,15,Urban,Psychology,"Cybersecurity, Digital Marketing, Data Analysis",0,48.53333333333333,51.46666666666667
28,Male,Degree,Unemployable,11,Rural,Agriculture,"Financial Analysis, Blockchain, SEO",7,48.53333333333333,51.46666666666667
19,Male,Degree,Unemployable,15,Rural,Finance,"IoT Development, Graphic Design, Human Resources",7,48.53333333333333,51.46666666666667
34,Male,Degree,Unemployable,5,Rural,Finance,"Digital Marketing, Graphic Design, SEO",7,48.53333333333333,51.46666666666667
30,Male,Degree,Unemployable,0,Rural,Environmental Science,"Digital Marketing, Public Speaking, Financial Analysis",5,48.53333333333333,51.46666666666667
24,Male,Degree,Unemployable,8,Rural,Law,"SEO, Data Analysis, Financial Analysis",10,48.53333333333333,51.46666666666667
36,Male,Diploma,Unemployable,2,Urban,Marketing,"Digital Marketing, Cloud Computing, Content Writing",9,48.53333333333333,51.46666666666667
43,Male,Diploma,Unemployable,3,Urban,Law,"Blockchain, SEO, Content Writing",1,48.53333333333333,51.46666666666667
19,Male,Diploma,Unemployable,10,Urban,Education,"Machine Learning, Public Speaking, Blockchain",9,48.53333333333333,51.46666666666667
36,Male,Diploma,Unemployable,13,Urban,Social Work,"SEO, Blockchain, Cloud Computing",1,48.53333333333333,51.46666666666667
19,Male,Diploma,Unemployable,9,Urban,Architecture,"Machine Learning, Public Speaking, Blockchain",2,48.53333333333333,51.46666666666667
24,Female,Degree,Unemployable,7,Rural,Education,"Time Management, Mobile App Development, Content Writing",2,48.53333333333333,51.46666666666667
25,Female,Degree,Unemployable,4,Rural,Agriculture,"Mobile App Development, Digital Marketing, Machine Learning",2,48.53333333333333,51.46666666666667
42,Female,Degree,Unemployable,3,Rural,Education,"Human Resources, Mobile App Development, Cloud Computing",8,48.53333333333333,51.46666666666667
40,Female,Degree,Unemployable,4,Rural,Architecture,"Cybersecurity, Mobile App Development, Content Writing",10,48.53333333333333,51.46666666666667
27,Female,Degree,Unemployable,1,Rural,Law,"Blockchain, Financial Analysis, IoT Development",4,48.53333333333333,51.46666666666667
19,Male,No Qualification,Employable,15,Urban,Education,"Blockchain, Time Management, SEO",9,48.53333333333333,51.46666666666667
37,Male,No Qualification,Employable,3,Urban,Social Work,"Blockchain, Mobile App Development, Data Analysis",0,48.53333333333333,51.46666666666667
24,Male,No Qualification,Employable,2,Urban,Computer Science,"Human Resources, Machine Learning, SEO",7,48.53333333333333,51.46666666666667
20,Male,No Qualification,Employable,8,Urban,Marketing,"Human Resources, Cybersecurity, Public Speaking",10,48.53333333333333,51.46666666666667
20,Male,No Qualification,Employable,3,Urban,Marketing,"Financial Analysis, Human Resources, Blockchain",10,48.53333333333333,51.46666666666667
20,Male,Postgraduate,Unemployable,10,Rural,Marketing,"Cloud Computing, Mobile App Development, Graphic Design",1,48.53333333333333,51.46666666666667
21,Male,Postgraduate,Unemployable,9,Rural,Architecture,"SEO, Blockchain, Content Writing",1,48.53333333333333,51.46666666666667
25,Male,Postgraduate,Unemployable,0,Rural,Architecture,"IoT Development, Blockchain, Mobile App Development",9,48.53333333333333,51.46666666666667
20,Male,Postgraduate,Unemployable,7,Rural,Social Work,"Graphic Design, Human Resources, Public Speaking",7,48.53333333333333,51.46666666666667
35,Male,Postgraduate,Unemployable,9,Rural,Agriculture,"Blockchain, Financial Analysis, IoT Development",4,48.53333333333333,51.46666666666667
24,Male,Diploma,Unemployable,4,Urban,Humanities,"Time Management, Graphic Design, Content Writing",2,48.53333333333333,51.46666666666667
41,Male,Diploma,Unemployable,9,Urban,Social Work,"Financial Analysis, Machine Learning, Data Analysis",7,48.53333333333333,51.46666666666667
19,Male,Diploma,Unemployable,11,Urban,Agriculture,"Human Resources, Digital Marketing, Time Management",10,48.53333333333333,51.46666666666667
34,Male,Diploma,Unemployable,7,Urban,Architecture,"Time Management, IoT Development, Content Writing",6,48.53333333333333,51.46666666666667
22,Male,Diploma,Unemployable,2,Urban,Architecture,"Content Writing, Mobile App Development, Data Analysis",9,48.53333333333333,51.46666666666667
21,Female,Diploma,Unemployable,1,Urban,Education,"IoT Development, Blockchain, Mobile App Development",4,48.53333333333333,51.46666666666667
21,Female,Diploma,Unemployable,8,Urban,Architecture,"Blockchain, Digital Marketing, Data Analysis",8,48.53333333333333,51.46666666666667
40,Female,Diploma,Unemployable,8,Urban,Environmental Science,"Digital Marketing, Human Resources, Time Management",8,48.53333333333333,51.46666666666667
19,Female,Diploma,Unemployable,12,Urban,Marketing,"Time Management, Digital Marketing, Data Analysis",7,48.53333333333333,51.46666666666667
39,Female,Diploma,Unemployable,6,Urban,Humanities,"Cloud Computing, IoT Development, Content Writing",10,48.53333333333333,51.46666666666667
26,Male,Postgraduate,Unemployable,2,Urban,Environmental Science,"IoT Development, Financial Analysis, Cybersecurity",3,48.53333333333333,51.46666666666667
44,Male,Postgraduate,Unemployable,9,Urban,Education,"Human Resources, Financial Analysis, Blockchain",7,48.53333333333333,51.46666666666667
29,Male,Postgraduate,Unemployable,0,Urban,Law,"Blockchain, Cybersecurity, Machine Learning",7,48.53333333333333,51.46666666666667
32,Male,Postgraduate,Unemployable,11,Urban,Agriculture,"IoT Development, Time Management, Cybersecurity",8,48.53333333333333,51.46666666666667
24,Male,Postgraduate,Unemployable,13,Urban,Psychology,"Human Resources, Blockchain, Content Writing",1,48.53333333333333,51.46666666666667
34,Female,No Qualification,Unemployable,0,Rural,Psychology,"Cybersecurity, IoT Development, Time Management",0,48.53333333333333,51.46666666666667
34,Female,No Qualification,Unemployable,12,Rural,Agriculture,"Public Speaking, Financial Analysis, Time Management",3,48.53333333333333,51.46666666666667
41,Female,No Qualification,Unemployable,7,Rural,Environmental Science,"SEO, Digital Marketing, Graphic Design",9,48.53333333333333,51.46666666666667
